214.0 36.625619 -121.537889
43.0 41.063767 -121.45602
136.0 33.523694 -116.15575
159.0 34.146372 -117.9858
189.0 36.358628 -117.94387
124.0 36.890056 -120.73141
39.0 36.597444 -119.50404
155.0 38.599158 -121.54041
246.0 38.773409 -119.79193
170.0 38.015372 -122.02028
71.0 37.645222 -121.18776
175.0 33.383697 -114.71921
242.0 38.192397 -121.510261
83.0 38.40355 -122.79993
241.0 33.4625 -117.586111
43.0 41.063767 -121.45602
70.0 37.834822 -121.22319
39.0 36.597444 -119.50404
5.0 35.532556 -119.28179
7.0 36.851222 -120.59092
231.0 34.672222 -120.51306
152.0 34.219386 -118.99244
140.0 38.121739 -121.674455
158.0 38.419439 -122.65872
99.0 34.044311 -118.47689
193.0 36.633222 -121.93486
205.0 36.175833 -120.36027
233.0 34.138147 -116.21319
15.0 36.157972 -119.85143
229.0 36.570111 -121.7865
249.0 37.755597 -121.266153
105.0 36.634028 -120.38181
204.0 34.426361 -118.51758
140.0 38.121739 -121.674455
249.0 37.755597 -121.266153
214.0 36.625619 -121.537889
243.0 38.249622 -121.555528
124.0 36.890056 -120.73141
131.0 38.649964 -121.21887
208.0 33.678186 -116.27299
106.0 38.982581 -123.08928
6.0 38.535694 -121.77636
236.0 41.802476 -121.996159
75.0 33.68845 -117.72118
229.0 36.570111 -121.7865
225.0 41.577778 -122.838125
39.0 36.597444 -119.50404
142.0 36.721083 -119.38903
210.0 36.540889 -121.88196
226.0 38.672722 -121.81172
209.0 36.913083 -121.82365
194.0 37.727194 -120.85086
146.0 35.505833 -119.69114
245.0 33.621667 -117.585278
197.0 34.614981 -118.03249
2.0 36.336222 -120.11291
113.0 36.121083 -121.08457
212.0 38.278056 -121.74111
227.0 38.508333 -120.79972
84.0 39.252561 -121.31567
131.0 38.649964 -121.21887
202.0 35.028281 -120.56003
239.0 33.664747 -116.955121
187.0 38.090933 -122.5267
151.0 33.532222 -114.63389
251.0 34.112042 -117.1857
159.0 34.146372 -117.9858
191.0 37.663969 -121.88503
143.0 36.822861 -121.46787
83.0 38.40355 -122.79993
52.0 35.305442 -120.66178
237.0 33.55281 -117.043302
87.0 32.806183 -115.44626
211.0 37.015026 -121.53704
163.0 35.472556 -120.64814
208.0 33.678186 -116.27299
13.0 38.753136 -120.7336
146.0 35.505833 -119.69114
155.0 38.599158 -121.54041
223.0 34.142911 -118.36632
245.0 33.621667 -117.585278
174.0 33.798697 -118.09479
214.0 36.625619 -121.537889
144.0 38.266428 -122.61646
241.0 33.4625 -117.586111
173.0 32.901867 -117.25046
129.0 36.902778 -121.74193
216.0 34.256111 -118.38278
47.0 37.928258 -121.6599
146.0 35.505833 -119.69114
15.0 36.157972 -119.85143
52.0 35.305442 -120.66178
250.0 39.210667 -122.168889
243.0 38.249622 -121.555528
215.0 34.291331 -118.57004
135.0 33.662869 -114.55811
165.0 34.841878 -120.21274
152.0 34.219386 -118.99244
220.0 34.592222 -118.1275
41.0 33.042986 -115.41585
189.0 36.358628 -117.94387
131.0 38.649964 -121.21887
77.0 38.428475 -122.41021
80.0 36.820833 -119.74231
39.0 36.597444 -119.50404
103.0 38.52665 -122.813758
150.0 32.885847 -117.14314
78.0 34.056589 -117.81307
193.0 36.633222 -121.93486
181.0 33.078611 -115.66056
125.0 35.205583 -118.77841
214.0 36.625619 -121.537889
64.0 34.583144 -120.07924
192.0 34.255942 -117.21814
71.0 37.645222 -121.18776
140.0 38.121739 -121.674455
142.0 36.721083 -119.38903
194.0 37.727194 -120.85086
148.0 37.314139 -120.3867
217.0 34.269031 -118.849319
204.0 34.426361 -118.51758
213.0 37.931539 -122.302714
244.0 39.386632 -121.835278
182.0 35.833 -119.25596
92.0 37.231861 -120.88082
200.0 33.748586 -116.2529
43.0 41.063767 -121.45602
256.0 34.759475 -117.991997
84.0 39.252561 -121.31567
239.0 33.664747 -116.955121
78.0 34.056589 -117.81307
47.0 37.928258 -121.6599
183.0 36.488611 -117.91944
181.0 33.078611 -115.66056
231.0 34.672222 -120.51306
143.0 36.822861 -121.46787
41.0 33.042986 -115.41585
243.0 38.249622 -121.555528
256.0 34.759475 -117.991997
135.0 33.662869 -114.55811
146.0 35.505833 -119.69114
155.0 38.599158 -121.54041
231.0 34.672222 -120.51306
143.0 36.822861 -121.46787
187.0 38.090933 -122.5267
241.0 33.4625 -117.586111
246.0 38.773409 -119.79193
191.0 37.663969 -121.88503
174.0 33.798697 -118.09479
219.0 34.214197 -118.64477
209.0 36.913083 -121.82365
113.0 36.121083 -121.08457
41.0 33.042986 -115.41585
178.0 37.837614 -122.14074
2.0 36.336222 -120.11291
163.0 35.472556 -120.64814
241.0 33.4625 -117.586111
178.0 37.837614 -122.14074
125.0 35.205583 -118.77841
80.0 36.820833 -119.74231
7.0 36.851222 -120.59092
155.0 38.599158 -121.54041
83.0 38.40355 -122.79993
153.0 33.08105 -116.9757
200.0 33.748586 -116.2529
39.0 36.597444 -119.50404
217.0 34.269031 -118.849319
151.0 33.532222 -114.63389
155.0 38.599158 -121.54041
80.0 36.820833 -119.74231
157.0 37.995478 -122.467656
226.0 38.672722 -121.81172
236.0 41.802476 -121.996159
225.0 41.577778 -122.838125
39.0 36.597444 -119.50404
7.0 36.851222 -120.59092
163.0 35.472556 -120.64814
219.0 34.214197 -118.64477
247.0 38.033386 -121.701247
225.0 41.577778 -122.838125
248.0 37.932072 -121.396661
71.0 37.645222 -121.18776
7.0 36.851222 -120.59092
206.0 37.545869 -120.75453
155.0 38.599158 -121.54041
142.0 36.721083 -119.38903
198.0 34.324639 -119.10488
15.0 36.157972 -119.85143
202.0 35.028281 -120.56003
56.0 37.096694 -120.7539
241.0 33.4625 -117.586111
153.0 33.08105 -116.9757
160.0 35.335261 -120.73588
160.0 35.335261 -120.73588
160.0 35.335261 -120.73588
