221.0 34.513611 -115.51056
169.0 36.082056 -119.09342
173.0 32.901867 -117.25046
195.0 38.887603 -121.10291
215.0 34.291331 -118.57004
7.0 36.851222 -120.59092
144.0 38.266428 -122.61646
193.0 36.633222 -121.93486
148.0 37.314139 -120.3867
174.0 33.798697 -118.09479
80.0 36.820833 -119.74231
107.0 34.437353 -119.73742
192.0 34.255942 -117.21814
125.0 35.205583 -118.77841
231.0 34.672222 -120.51306
152.0 34.219386 -118.99244
200.0 33.748586 -116.2529
227.0 38.508333 -120.79972
235.0 38.797944 -121.61136
211.0 37.015026 -121.53704
84.0 39.252561 -121.31567
194.0 37.727194 -120.85086
131.0 38.649964 -121.21887
192.0 34.255942 -117.21814
84.0 39.252561 -121.31567
181.0 33.078611 -115.66056
206.0 37.545869 -120.75453
35.0 37.358514 -118.40553
47.0 37.928258 -121.6599
212.0 38.278056 -121.74111
181.0 33.078611 -115.66056
43.0 41.063767 -121.45602
150.0 32.885847 -117.14314
83.0 38.40355 -122.79993
226.0 38.672722 -121.81172
139.0 38.501258 -121.97853
212.0 38.278056 -121.74111
144.0 38.266428 -122.61646
200.0 33.748586 -116.2529
191.0 37.663969 -121.88503
173.0 32.901867 -117.25046
157.0 37.995478 -122.467656
35.0 37.358514 -118.40553
226.0 38.672722 -121.81172
170.0 38.015372 -122.02028
91.0 41.958869 -121.47237
194.0 37.727194 -120.85086
178.0 37.837614 -122.14074
109.0 38.219503 -122.35496
181.0 33.078611 -115.66056
218.0 33.595694 -116.15811
231.0 34.672222 -120.51306
165.0 34.841878 -120.21274
235.0 38.797944 -121.61136
207.0 33.268447 -116.36505
35.0 37.358514 -118.40553
117.0 34.475914 -117.26351
41.0 33.042986 -115.41585
47.0 37.928258 -121.6599
229.0 36.570111 -121.7865
91.0 41.958869 -121.47237
152.0 34.219386 -118.99244
52.0 35.305442 -120.66178
104.0 36.997444 -121.99676
92.0 37.231861 -120.88082
231.0 34.672222 -120.51306
152.0 34.219386 -118.99244
12.0 39.608639 -121.82443
178.0 37.837614 -122.14074
109.0 38.219503 -122.35496
165.0 34.841878 -120.21274
80.0 36.820833 -119.74231
170.0 38.015372 -122.02028
169.0 36.082056 -119.09342
15.0 36.157972 -119.85143
152.0 34.219386 -118.99244
213.0 37.931539 -122.302714
218.0 33.595694 -116.15811
231.0 34.672222 -120.51306
80.0 36.820833 -119.74231
64.0 34.583144 -120.07924
144.0 38.266428 -122.61646
216.0 34.256111 -118.38278
159.0 34.146372 -117.9858
193.0 36.633222 -121.93486
221.0 34.513611 -115.51056
92.0 37.231861 -120.88082
208.0 33.678186 -116.27299
206.0 37.545869 -120.75453
227.0 38.508333 -120.79972
221.0 34.513611 -115.51056
144.0 38.266428 -122.61646
87.0 32.806183 -115.44626
233.0 34.138147 -116.21319
183.0 36.488611 -117.91944
206.0 37.545869 -120.75453
195.0 38.887603 -121.10291
235.0 38.797944 -121.61136
211.0 37.015026 -121.53704
144.0 38.266428 -122.61646
129.0 36.902778 -121.74193
178.0 37.837614 -122.14074
193.0 36.633222 -121.93486
15.0 36.157972 -119.85143
219.0 34.214197 -118.64477
232.0 34.913472 -120.46478
104.0 36.997444 -121.99676
84.0 39.252561 -121.31567
125.0 35.205583 -118.77841
231.0 34.672222 -120.51306
163.0 35.472556 -120.64814
6.0 38.535694 -121.77636
228.0 38.636111 -120.79305
124.0 36.890056 -120.73141
163.0 35.472556 -120.64814
187.0 38.090933 -122.5267
170.0 38.015372 -122.02028
207.0 33.268447 -116.36505
205.0 36.175833 -120.36027
109.0 38.219503 -122.35496
47.0 37.928258 -121.6599
229.0 36.570111 -121.7865
236.0 41.802476 -121.996159
223.0 34.142911 -118.36632
91.0 41.958869 -121.47237
205.0 36.175833 -120.36027
64.0 34.583144 -120.07924
158.0 38.419439 -122.65872
244.0 39.386632 -121.835278
2.0 36.336222 -120.11291
150.0 32.885847 -117.14314
219.0 34.214197 -118.64477
222.0 40.028778 -122.15575
175.0 33.383697 -114.71921
129.0 36.902778 -121.74193
244.0 39.386632 -121.835278
12.0 39.608639 -121.82443
105.0 36.634028 -120.38181
187.0 38.090933 -122.5267
13.0 38.753136 -120.7336
235.0 38.797944 -121.61136
126.0 36.854833 -121.36275
125.0 35.205583 -118.77841
92.0 37.231861 -120.88082
71.0 37.645222 -121.18776
54.0 35.649861 -119.9593
83.0 38.40355 -122.79993
139.0 38.501258 -121.97853
191.0 37.663969 -121.88503
178.0 37.837614 -122.14074
192.0 34.255942 -117.21814
52.0 35.305442 -120.66178
240.0 33.76 -117.2
215.0 34.291331 -118.57004
189.0 36.358628 -117.94387
131.0 38.649964 -121.21887
143.0 36.822861 -121.46787
235.0 38.797944 -121.61136
181.0 33.078611 -115.66056
150.0 32.885847 -117.14314
54.0 35.649861 -119.9593
237.0 33.55281 -117.043302
148.0 37.314139 -120.3867
39.0 36.597444 -119.50404
219.0 34.214197 -118.64477
56.0 37.096694 -120.7539
233.0 34.138147 -116.21319
218.0 33.595694 -116.15811
207.0 33.268447 -116.36505
239.0 33.664747 -116.955121
232.0 34.913472 -120.46478
226.0 38.672722 -121.81172
170.0 38.015372 -122.02028
70.0 37.834822 -121.22319
15.0 36.157972 -119.85143
232.0 34.913472 -120.46478
240.0 33.76 -117.2
195.0 38.887603 -121.10291
228.0 38.636111 -120.79305
131.0 38.649964 -121.21887
113.0 36.121083 -121.08457
80.0 36.820833 -119.74231
107.0 34.437353 -119.73742
244.0 39.386632 -121.835278
5.0 35.532556 -119.28179
