2 36.336222 -120.11291 0.9291735291481018
5 35.532556 -119.28179 0.9108150005340576
6 38.535694 -121.77636 0.607711672782898
12 39.608639 -121.82443 0.5864787697792053
13 38.753136 -120.7336 0.9703026413917542
15 36.157972 -119.85143 0.9501305818557739
35 37.358514 -118.40553 0.7479966282844543
39 36.597444 -119.50404 0.8422601222991943
41 33.042986 -115.41585 0.8704843521118164
43 41.063767 -121.45602 0.6887160539627075
44 33.964942 -117.33698 0.6848602890968323
47 37.928258 -121.6599 0.6462900042533875
52 35.305442 -120.66178 0.056972384452819824
56 37.096694 -120.7539 0.8288132548332214
62 33.48665 -117.22827 0.45470130443573
68 32.759575 -115.73207 0.5432093739509583
70 37.834822 -121.22319 0.6108327507972717
71 37.645222 -121.18776 0.493608683347702
75 33.68845 -117.72118 0.39671429991722107
77 38.428475 -122.41021 0.32060402631759644
78 34.056589 -117.81307 0.4861542880535126
80 36.820833 -119.74231 0.9173691272735596
83 38.40355 -122.79993 0.03941097855567932
84 39.252561 -121.31567 0.9348110556602478
87 32.806183 -115.44626 0.67411208152771
88 34.942525 -119.6738 0.9618402719497681
90 41.438214 -120.48031 0.9001302719116211
91 41.958869 -121.47237 0.6345077157020569
99 34.044311 -118.47689 0.0609591007232666
103 38.52665 -122.813758 0.15796750783920288
104 36.997444 -121.99676 0.15561068058013916
105 36.634028 -120.38181 0.9598343372344971
106 38.982581 -123.08928 0.8001284003257751
107 34.437353 -119.73742 0.21020734310150146
109 38.219503 -122.35496 0.039129942655563354
113 36.121083 -121.08457 0.38753050565719604
114 36.347306 -121.29135 0.04567202925682068
117 34.475914 -117.26351 0.9505528211593628
124 36.890056 -120.73141 0.9428344964981079
125 35.205583 -118.77841 0.9541651606559753
126 36.854833 -121.36275 0.30378004908561707
129 36.902778 -121.74193 2.671437687240541e-05
131 38.649964 -121.21887 0.7374972105026245
136 33.523694 -116.15575 0.351742148399353
140 38.121739 -121.674455 0.6177903413772583
142 36.721083 -119.38903 0.9413402080535889
143 36.822861 -121.46787 0.17176848649978638
144 38.266428 -122.61646 0.16946643590927124
146 35.505833 -119.69114 0.8772391080856323
147 32.628208 -116.93928 0.49056217074394226
148 37.314139 -120.3867 0.7187482714653015
150 32.885847 -117.14314 0.4164291024208069
151 33.532222 -114.63389 0.7367844581604004
152 34.219386 -118.99244 0.020265907049179077
153 33.08105 -116.9757 0.5996338129043579
157 37.995478 -122.467656 0.0712679922580719
158 38.419439 -122.65872 0.08301669359207153
160 35.335261 -120.73588 0.08494982123374939
165 34.841878 -120.21274 0.15707185864448547
169 36.082056 -119.09342 0.8660194873809814
170 38.015372 -122.02028 0.4702020287513733
171 37.598758 -122.05323 0.13155898451805115
173 32.901867 -117.25046 0.0001456737518310547
174 33.798697 -118.09479 0.4794348478317261
175 33.383697 -114.71921 0.7140331864356995
178 37.837614 -122.14074 0.0010845065116882324
179 33.663325 -117.09338 0.725149393081665
181 33.078611 -115.66056 0.7028260827064514
182 35.833 -119.25596 0.8173675537109375
184 32.729578 -117.13934 0.3379046320915222
187 38.090933 -122.5267 0.18956336379051208
191 37.663969 -121.88503 0.4812858998775482
192 34.255942 -117.21814 0.16495802998542786
193 36.633222 -121.93486 1.5722386725869342e-09
194 37.727194 -120.85086 0.6731405258178711
195 38.887603 -121.10291 0.9463087320327759
197 34.614981 -118.03249 0.9544133543968201
198 34.324639 -119.10488 0.3413025736808777
199 34.237419 -116.86571 0.5154830813407898
200 33.748586 -116.2529 0.8546596765518188
202 35.028281 -120.56003 0.0002065896987915039
204 34.426361 -118.51758 0.8700278401374817
205 36.175833 -120.36027 0.9807091951370239
206 37.545869 -120.75453 0.7932472229003906
207 33.268447 -116.36505 0.8933459520339966
208 33.678186 -116.27299 0.9002057313919067
209 36.913083 -121.82365 4.026929673273116e-06
210 36.540889 -121.88196 1.1656175956886727e-05
211 37.015026 -121.53704 0.3373423218727112
212 38.278056 -121.74111 0.6486377120018005
213 37.931539 -122.302714 2.0973351411157637e-07
214 36.625619 -121.537889 0.0004099905490875244
215 34.291331 -118.57004 0.6958072781562805
216 34.256111 -118.38278 0.6155532598495483
217 34.269031 -118.849319 0.07929959893226624
218 33.595694 -116.15811 0.7738291025161743
219 34.214197 -118.64477 0.7305195927619934
220 34.592222 -118.1275 0.9688425064086914
221 34.513611 -115.51056 0.9408115744590759
222 40.028778 -122.15575 0.6871720552444458
223 34.142911 -118.36632 0.43347063660621643
224 40.63 -122.31 0.9352306723594666
225 41.577778 -122.838125 0.650890588760376
226 38.672722 -121.81172 0.7652742862701416
227 38.508333 -120.79972 0.9445725679397583
228 38.636111 -120.79305 0.9693676829338074
229 36.570111 -121.7865 0.0033301711082458496
235 38.797944 -121.61136 0.5836135745048523
236 41.802476 -121.996159 0.39440661668777466
237 33.55281 -117.043302 0.6059582233428955
239 33.664747 -116.955121 0.8795838952064514
240 33.76 -117.2 0.8995503783226013
241 33.4625 -117.586111 0.0921562910079956
242 38.192397 -121.510261 0.5483685731887817
243 38.249622 -121.555528 0.7641966938972473
244 39.386632 -121.835278 0.6032143235206604
245 33.621667 -117.585278 0.43899691104888916
246 38.773409 -119.79193 0.8524613380432129
247 38.033386 -121.701247 0.34304821491241455
248 37.932072 -121.396661 0.5278968214988708
249 37.755597 -121.266153 0.5879442095756531
250 39.210667 -122.168889 0.5568100214004517
251 34.112042 -117.1857 0.6881871819496155
252 36.456728 -121.344388 0.005837559700012207
253 37.255333 -122.3708 1.5086282473930623e-05
254 37.718167 -122.197111 0.0009696781635284424
